T1,T2,S1,S2,A_FT1,A_FT2,A_G,A_W,A_D,A_L,A_GP,A_GM,A_GD,A_P2PA,A_P2PB,A_Perc,A_PP,A_P3P,B_FT1,B_FT2,B_G,B_W,B_D,B_L,B_GP,B_GM,B_GD,B_P2PA,B_P2PB,B_Perc,B_PP,B_P3P
Belarus,Turkey,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,-3,10,5,1,4,20,17,3,11,9,550,15,16
Slovakia,Gibraltar,0,0,1,-1,4,1,1,2,5,7,-2,3,5,375,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Greece,Romania,1,1,3,2,10,2,2,6,5,20,-15,6,14,300,8,8,7,-4,21,8,5,8,30,32,-2,21,21,500,26,29
Croatia,Iceland,2,0,4,1,16,7,2,7,21,17,4,16,16,500,23,23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Colombia,Netherlands,0,0,5,1,18,7,2,9,26,27,-1,16,20,444,22,23,10,3,50,27,11,12,86,48,38,65,35,650,84,92
Portugal,Sweden,3,2,6,4,26,13,4,9,43,29,14,30,22,577,37,43,11,-2,46,16,13,17,74,69,5,45,47,489,50,61
Austria,United States,1,0,7,-4,29,12,4,13,43,47,-4,28,30,483,28,40,10,7,33,8,6,19,37,62,-25,22,44,333,27,30
Rep. of Ireland,Poland,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,-2,31,15,5,11,44,40,4,35,27,565,37,50
Ukraine,France,0,3,1,-2,5,2,1,2,5,7,-2,5,5,500,7,7,14,5,59,29,11,19,106,71,35,69,49,585,83,98
Germany,England,1,0,18,16,106,66,20,20,224,121,103,152,60,717,179,218,14,5,62,26,19,17,79,56,23,71,53,573,79,97
Japan,Belgium,3,2,5,5,17,4,4,9,14,22,-8,12,22,353,16,16,12,1,41,14,9,18,52,66,-14,37,45,451,44,51
South Africa,Spain,1,0,3,-1,9,2,4,3,11,16,-5,8,10,444,10,10,14,10,59,29,12,18,92,66,26,70,48,593,86,99
